CDL-B	11	14	100.00
CDL-B	8	14	100.00
CDL-B	10	14	100.00
CDL-B	12	14	100.00
CDL-B	7	14	100.00
CDL-B	5	15	100.00
CDL-B	6	15	100.00
CDL-B	4	15	100.00
CDL-B	3	15	100.00
CDL-B	2	15	100.00
CDL-B	1	15	100.00
CDL-B	9	15	100.00
CDL-B	11	15	100.00
CDL-B	8	15	100.00
CDL-B	10	15	100.00
CDL-B	12	15	100.00
CDL-B	7	15	100.00
CDL-B	5	16	100.00
CDL-B	6	16	100.00
CDL-B	4	16	100.00
CDL-B	3	16	100.00
CDL-B	2	16	100.00
CDL-B	1	16	100.00
CDL-B	9	16	100.00
CDL-B	11	16	100.00
CDL-B	8	16	100.00
CDL-B	10	16	100.00
CDL-B	12	16	100.00
CDL-B	7	16	100.00
CDL-B	5	17	100.00
CDL-B	6	17	100.00
CDL-B	4	17	100.00
CDL-B	3	17	100.00
CDL-B	2	17	100.00
CDL-B	1	17	100.00
CDL-B	9	17	100.00
CDL-B	11	17	100.00
CDL-B	8	17	100.00
CDL-B	10	17	100.00
CDL-B	12	17	100.00
CDL-B	7	17	100.00
CDL-B	5	18	100.00
CDL-B	6	18	100.00
CDL-B	4	18	100.00
CDL-B	3	18	100.00
CDL-B	2	18	100.00
CDL-B	9	18	100.00
CDL-B	1	18	100.00
CDL-B	11	18	100.00
CDL-B	8	18	100.00
CDL-B	10	18	100.00
CDL-B	12	18	100.00
CDL-B	7	18	100.00
CDL-B	5	19	100.00
CDL-B	6	19	100.00
CDL-B	4	19	100.00
CDL-B	3	19	100.00
CDL-B	2	19	100.00
CDL-B	9	19	100.00
CDL-B	1	19	100.00
CDL-B	11	19	100.00
CDL-B	10	19	100.00
CDL-B	8	19	100.00
CDL-B	12	19	100.00
CDL-B	7	19	100.00
CDL-B	5	20	100.00
CDL-B	6	20	100.00
CDL-B	4	20	100.00
CDL-B	3	20	100.00
CDL-B	2	20	100.00
CDL-B	1	20	100.00
CDL-B	9	20	100.00
CDL-B	11	20	100.00
CDL-B	10	20	100.00
CDL-B	12	20	100.00
CDL-B	8	20	100.00
CDL-B	7	20	100.00
CDL-C	5	11	100.00
CDL-C	6	11	100.00
CDL-C	4	11	100.00
CDL-C	3	11	100.00
CDL-C	2	11	100.00
CDL-C	1	11	86.50
CDL-C	9	11	100.00
CDL-C	11	11	100.00
CDL-C	12	11	100.00
CDL-C	10	11	100.00
CDL-C	8	11	100.00
CDL-C	7	11	100.00
CDL-C	6	12	100.00
CDL-C	5	12	100.00
CDL-C	4	12	100.00
CDL-C	3	12	100.00
CDL-C	2	12	100.00
CDL-C	1	12	100.00
CDL-C	9	12	100.00
CDL-C	11	12	100.00
CDL-C	12	12	100.00
CDL-C	10	12	100.00
CDL-C	8	12	100.00
CDL-C	7	12	100.00
CDL-C	6	13	100.00
CDL-C	5	13	100.00
CDL-C	4	13	100.00
CDL-C	3	13	100.00
CDL-C	2	13	100.00
CDL-C	9	13	100.00
CDL-C	1	13	100.00
CDL-C	11	13	100.00
CDL-C	12	13	100.00
CDL-C	10	13	100.00
CDL-C	8	13	100.00
CDL-C	7	13	100.00
CDL-C	6	14	100.00
CDL-C	5	14	100.00
CDL-C	4	14	100.00
CDL-C	3	14	100.00
CDL-C	2	14	100.00
CDL-C	9	14	100.00
CDL-C	1	14	100.00
CDL-C	11	14	100.00
CDL-C	12	14	100.00
CDL-C	10	14	100.00
CDL-C	8	14	100.00
CDL-C	7	14	100.00
CDL-C	6	15	100.00
CDL-C	5	15	100.00
CDL-C	4	15	100.00
CDL-C	3	15	100.00
CDL-C	2	15	100.00
CDL-C	9	15	100.00
CDL-C	1	15	100.00
CDL-C	11	15	100.00
CDL-C	12	15	100.00
CDL-C	10	15	100.00
CDL-C	8	15	100.00
CDL-C	7	15	100.00
CDL-C	6	16	100.00
CDL-C	5	16	100.00
CDL-C	4	16	100.00
CDL-C	3	16	100.00
CDL-C	2	16	100.00
CDL-C	9	16	100.00
CDL-C	11	16	100.00
CDL-C	12	16	100.00
CDL-C	1	16	100.00
CDL-C	10	16	100.00
CDL-C	8	16	100.00
CDL-C	7	16	100.00
CDL-C	6	17	100.00
CDL-C	5	17	100.00
CDL-C	4	17	100.00
CDL-C	3	17	100.00
CDL-C	2	17	100.00
CDL-C	9	17	100.00
CDL-C	12	17	100.00
CDL-C	11	17	100.00
CDL-C	1	17	100.00
CDL-C	10	17	100.00
CDL-C	8	17	100.00
CDL-C	7	17	100.00
CDL-C	6	18	100.00
CDL-C	5	18	100.00
CDL-C	4	18	100.00
CDL-C	3	18	100.00
CDL-C	2	18	100.00
CDL-C	12	18	100.00
CDL-C	9	18	100.00
CDL-C	11	18	100.00
CDL-C	1	18	100.00
CDL-C	10	18	100.00
CDL-C	8	18	100.00
CDL-C	7	18	100.00
CDL-C	6	19	100.00
CDL-C	5	19	100.00
CDL-C	4	19	100.00
